"quadrat","quadrat_depth_m","species","length_cm","site","region","region_nation","date","depth_band","visibility_m","bearing","reg_id"
"9",8,"Cymathere triplicata",37,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"10",8.1,"Neoagarum fimbriatum",68,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"10",8.1,"Neoagarum fimbriatum",82,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"10",8.1,"Cymathere triplicata",59,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"10",8.1,"Cymathere triplicata",92,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"10",8.1,"Cymathere triplicata",131,"Octopus","Quadra","Nanwakolas",2024-08-20,"deep",3.5,340,3
"6",3.9,"Cymathere triplicata",101,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"6",3.9,"Cymathere triplicata",143,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"6",3.9,"Cymathere triplicata",98,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"6",3.9,"Alaria marginata",104,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"6",3.9,"Alaria marginata",125,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"6",3.9,"Alaria marginata",90,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"7",3.7,"Cymathere triplicata",97,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"7",3.7,"Alaria marginata",116,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"7",3.7,"Alaria marginata",178,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"8",3.4,"Alaria marginata",195,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"8",3.4,"Alaria marginata",151,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"8",3.4,"Alaria marginata",100,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"8",3.4,"Alaria marginata",121,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"8",3.4,"Alaria marginata",132,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",95,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",111,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",93,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",70,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",158,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",72,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",133,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Alaria marginata",120,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"9",3.3,"Stipe",47,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"10",3.8,"Alaria marginata",78,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"10",3.8,"Alaria marginata",99,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"10",3.8,"Costaria costata",80,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"10",3.8,"Costaria costata",58,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",165,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",140,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",175,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",195,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",172,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",119,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3.9,"Alaria marginata",154,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"2",3.9,"Saccharina latissima",92,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"2",3.9,"Saccharina latissima",57,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",111,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",119,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",117,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",134,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",92,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Alaria marginata",110,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Cymathere triplicata",97,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"3",3.8,"Cymathere triplicata",46,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"4",3.6,"Alaria marginata",207,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"4",3.6,"Alaria marginata",165,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"4",3.6,"Alaria marginata",157,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",225,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",190,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",122,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",162,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",133,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Alaria marginata",55,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"5",3.8,"Pterygophora californicum",48,"Kanish","Quadra","Nanwakolas",2024-08-20,"shallow",NA,NA,3
"1",3,"Alaria marginata",73,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",65,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",80,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",55,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",95,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",29,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",30,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"1",3,"Alaria marginata",66,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",41,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",171,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",122,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",79,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",142,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Alaria marginata",96,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"2",3.8,"Pterygophora californicum",33,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Alaria marginata",85,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Alaria marginata",89,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Alaria marginata",82,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Cymathere triplicata",54,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Cymathere triplicata",30,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Cymathere triplicata",52,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Cymathere triplicata",44,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",50,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",72,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",38,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",41,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",32,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"3",3.5,"Stipe",38,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Alaria marginata",84,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Alaria marginata",10,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Alaria marginata",153,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Cymathere triplicata",54,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Cymathere triplicata",63,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Cymathere triplicata",50,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Stipe",42,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Stipe",31,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Stipe",22,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Stipe",25,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Stipe",29,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"4",3.9,"Neoagarum fimbriatum",67,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Alaria marginata",106,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Stipe",37,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Stipe",33,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Stipe",39,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Neoagarum fimbriatum",58,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"5",4.1,"Costaria costata",46,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Cymathere triplicata",47,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Cymathere triplicata",43,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Cymathere triplicata",40,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Stipe",54,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Stipe",40,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Stipe",51,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Stipe",39,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Stipe",44,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Alaria marginata",137,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",3.7,"Alaria marginata",142,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Stipe",31,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Stipe",57,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Stipe",44,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Stipe",30,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Stipe",48,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Alaria marginata",163,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"7",3.6,"Alaria marginata",113,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",51,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",62,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",100,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",122,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",45,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",127,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",48,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",47,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Cymathere triplicata",63,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Stipe",43,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Stipe",40,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Stipe",34,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",49,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",75,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",156,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",140,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",170,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",165,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"8",3.8,"Alaria marginata",198,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",21,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",20,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",21,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",40,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",28,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",37,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Stipe",48,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Alaria marginata",62,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Alaria marginata",54,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Alaria marginata",98,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Alaria marginata",102,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"9",3.8,"Alaria marginata",111,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",23,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",33,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",31,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",27,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",24,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",26,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",16,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Stipe",52,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Alaria marginata",96,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Alaria marginata",71,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Alaria marginata",44,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Alaria marginata",68,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Alaria marginata",90,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"10",4,"Neoagarum fimbriatum",60,"Owen Bay","Quadra","Nanwakolas",2024-08-20,"shallow",5,210,3
"6",5.9,"Costaria costata",270,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"6",5.9,"Costaria costata",261,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"6",5.9,"Pleurophycus gardneri",84,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"6",5.9,"Hedophyllum nigripes",184,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"7",5.8,"Costaria costata",292,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"7",5.8,"Hedophyllum nigripes",153,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"7",5.8,"Hedophyllum nigripes",194,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"8",5.6,"Hedophyllum nigripes",140,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"8",5.6,"Hedophyllum nigripes",153,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"8",5.6,"Hedophyllum nigripes",52,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"8",5.6,"Cymathere triplicata",113,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"8",5.6,"Cymathere triplicata",49,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"9",5.6,"Costaria costata",177,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"9",5.6,"Hedophyllum nigripes",147,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"9",5.6,"Hedophyllum nigripes",133,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"10",5.9,"Pleurophycus gardneri",76,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"10",5.9,"Pleurophycus gardneri",54,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"10",5.9,"Hedophyllum nigripes",180,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"10",5.9,"Hedophyllum nigripes",65,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"1",6.2,"Cymathere triplicata",47,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"1",6.2,"Costaria costata",45,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"2",6,"Pleurophycus gardneri",40,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"2",6,"Hedophyllum nigripes",180,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"2",6,"Hedophyllum nigripes",48,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"3",5.4,"Hedophyllum nigripes",50,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"3",5.4,"Hedophyllum nigripes",25,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"4",6.1,"Pleurophycus gardneri",135,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"4",6.1,"Hedophyllum nigripes",90,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"5",6,"Hedophyllum nigripes",130,"Lizard","Broughton Archipelago",NA,2024-08-25,"deep",2.5,250,4
"7",3.1,"Pleurophycus gardneri",95,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",101,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",112,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",68,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",117,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",47,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"7",3.1,"Hedophyllum nigripes",120,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"8",2.8,"Hedophyllum nigripes",76,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"8",2.8,"Hedophyllum nigripes",18,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"8",2.8,"Hedophyllum nigripes",70,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"8",2.8,"Hedophyllum nigripes",89,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",36,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",127,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",116,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",64,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",125,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",154,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",105,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",77,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"9",2.7,"Hedophyllum nigripes",146,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",14,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",46,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",13,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",27,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",10,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",102,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Hedophyllum nigripes",62,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Alaria marginata",181,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Stipe",26,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Costaria costata",77,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"10",2.8,"Costaria costata",112,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"1",3.8,"Pleurophycus gardneri",55,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"1",3.8,"Hedophyllum nigripes",50,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"1",3.8,"Hedophyllum nigripes",55,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"1",3.8,"Hedophyllum nigripes",45,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"2",3.5,"Pleurophycus gardneri",121,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"2",3.5,"Hedophyllum nigripes",100,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"2",3.5,"Hedophyllum nigripes",82,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"2",3.5,"Hedophyllum nigripes",61,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"2",3.5,"Hedophyllum nigripes",55,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"3",3.1,"Pleurophycus gardneri",90,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"3",3.1,"Hedophyllum nigripes",25,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"3",3.1,"Hedophyllum nigripes",55,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"3",3.1,"Hedophyllum nigripes",65,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"3",3.1,"Hedophyllum nigripes",70,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"4",3,"Pleurophycus gardneri",85,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
"4",3,"Hedophyllum nigripes",55,"Lizard","Broughton Archipelago",NA,2024-08-25,"shallow",2,240,4
